value
1.1325986994561305e-4
1.1195125403380343e-4
1.1065679228943262e-4
1.0937635460883666e-4
1.0810981152289262e-4
1.0685703420917209e-4
1.0561789450365053e-4
1.0439226491186157e-4
1.03180018619628e-4
1.0198102950321683e-4
1.0079517213904335e-4
9.962232181299005e-5
9.846235452911148e-5
9.731514701808233e-5
9.618057674505923e-5
9.505852191721287e-5
9.394886149078491e-5
9.285147517782907e-5
9.176624345244577e-5
9.069304755675994e-5
8.963176950640278e-5
8.858229209574714e-5
8.754449890269883e-5
8.651827429316528e-5
8.550350342527088e-5
8.450007225309364e-5
8.35078675302317e-5
8.252677681297102e-5
8.155668846316147e-5
8.059749165088143e-5
7.964907635665472e-5
7.87113333736017e-5
7.778415430911498e-5
7.686743158643455e-5
7.596105844587253e-5
7.506492894581926e-5
7.417893796354824e-5
7.330298119571227e-5
7.243695515867649e-5
7.158075718863288e-5
7.073428544143376e-5
6.989743889233846e-5
6.90701173354201e-5
6.825222138289247e-5
6.74436524642115e-5
6.664431282498232e-5
6.585410552570684e-5
6.507293444033002e-5
6.430070425473416e-5
6.353732046487232e-5
6.278268937498846e-5
6.203671809546646e-5
6.129931454072063e-5
6.0570387426826106e-5
5.984984626906595e-5
5.913760137934987e-5
5.8433563863508065e-5
5.77376456184428e-5
5.704975932921408e-5
5.636981846596917e-5
5.5697737280761134e-5
5.5033430804356936e-5
5.437681484281656e-5
5.372780597406174e-5
5.308632154435444e-5
5.245227966466093e-5
5.1825599206908185e-5
5.120619980028204e-5
5.0594001827272e-5
4.998892641982361e-5
4.9390895455251466e-5
4.8799831552249345e-5
4.8215658066744216e-5
4.763829908766351e-5
4.7067679432754445e-5
4.6503724644264555e-5
4.594636098455285e-5
4.539551543181197e-5
4.485111567548855e-5
4.4313090111901265e-5
4.378136783969935e-5
4.3255878655296814e-5
4.2736553048271925e-5
4.222332219678063e-5
4.17161179628589e-5
4.121487288778411e-5
4.071952018732533e-5
4.02299937470596e-5
3.9746228117587545e-5
3.9268158509766365e-5
3.879572078993587e-5
3.832885147507861e-5
3.786748772807366e-5
3.7411567352759606e-5
3.696102878919874e-5
3.651581110874699e-5
3.607585400924873e-5
3.5641097810117095e-5
3.521148344752187e-5
3.4786952469473276e-5
3.436744703104108e-5
3.395290988935859e-5
3.354328439878623e-5
3.3138514506064753e-5
3.273854474546492e-5
3.23433202338852e-5
3.1952786666029215e-5
3.156689030953466e-5
3.118557800015076e-5
3.080879713689491e-5
3.0436495677233638e-5
3.006862213229128e-5
2.970512556202745e-5
2.9345955570449223e-5
2.8991062300889187e-5
2.8640396431189874e-5
2.8293909168995712e-5
2.795155224701376e-5
2.7613277918340368e-5
2.7279038951697615e-5
2.6948788626871e-5
2.6622480729938947e-5
2.630006954873823e-5
2.5981509868204522e-5
2.5666756965761484e-5
2.5355766606803554e-5
2.5048495040112806e-5
2.474489899334173e-5
2.444493566850295e-5
2.414856273751445e-5
2.3855738337692778e-5
2.356642106738152e-5
2.328056998150349e-5
2.299814458719615e-5
2.2719104839447057e-5
2.2443411136770924e-5
2.2171024316879756e-5
2.1901905652436243e-5
2.163601684680369e-5
2.137332002975431e-5
2.1113777753385687e-5
2.0857352987818656e-5
2.0604009117158872e-5
2.0353709935336944e-5
2.0106419641997136e-5
1.9862102838500567e-5
1.9620724523820854e-5
1.938225009059588e-5
1.9146645321120592e-5
1.8913876383433448e-5
1.8683909827343914e-5
1.84567125806126e-5
1.823225194503078e-5
1.8010495592628295e-5
1.7791411561850212e-5
1.7574968253802892e-5
1.7361134428493102e-5
1.7149879201129592e-5
1.6941172038483637e-5
1.6734982755010203e-5
1.6531281509506862e-5
1.6330038801460472e-5
1.6131225467331395e-5
1.5934812677163845e-5
1.5740771930949915e-5
1.5549075055274614e-5
1.5359694199783974e-5
1.5172601833795402e-5
1.4987770742890677e-5
1.4805174025557533e-5
1.4624785089869391e-5
1.4446577650172043e-5
1.4270525723784205e-5
1.4096603627788279e-5
1.3924785975769072e-5
1.375504767466354e-5
1.3587363921586243e-5
1.3421710200672149e-5
1.3258062280009641e-5
1.309639620850414e-5
1.2936688312929073e-5
1.277891519479643e-5
1.262305372740774e-5
1.2469081052939729e-5
1.2316974579408557e-5
1.2166711977824873e-5
1.2018271179293355e-5
1.1871630372164294e-5
1.1726767999185178e-5
1.1583662754732077e-5
1.144229358197163e-5
1.1302639670196513e-5
1.1164680452036002e-5
1.1028395600787971e-5
1.0893765027750885e-5
1.0760768879559263e-5
1.0629387535588536e-5
1.0499601605359898e-5
1.03713919259521e-5
1.024473955947916e-5
1.0119625790571546e-5
9.996032123888582e-6
9.873940281627386e-6
9.753332201115072e-6
9.634190032373202e-6
9.516496135706515e-6
9.400233079392278e-6
9.285383637255146e-6
9.171930786418953e-6
9.059857704947494e-6
8.949147769637955e-6
8.839784553703323e-6
8.731751824579692e-6
8.62503354173011e-6
8.519613854427593e-6
8.415477099638774e-6
8.31260779983814e-6
8.210990660947187e-6
8.110610570190302e-6
8.011452594075541e-6
7.91350197627827e-6
7.816744135698273e-6
7.721164664357266e-6
7.6267493255254e-6
7.5334840516395885e-6
7.441354942450823e-6
7.350348263056999e-6
7.2604504420051286e-6
7.171648069428244e-6
7.08392789516496e-6
6.99727682690679e-6
6.911681928428726e-6
6.827130417715738e-6
6.743609665241929e-6
6.661107192142135e-6
6.579610668546593e-6
6.499107911776825e-6
6.419586884697653e-6
6.341035693989416e-6
6.2634425884965095e-6
6.186795957572461e-6
6.11108432944929e-6
6.0362963696034e-6
5.962420879180447e-6
5.889446793406333e-6
5.817363179998203e-6
5.746159237682985e-6
5.675824294591042e-6
5.606347806781653e-6
5.537719356758092e-6
5.469928651975764e-6
5.402965523364223e-6
5.336819923901226e-6
5.271481927169447e-6
5.206941725965225e-6
5.143189630862216e-6
5.080216068865245e-6
5.018011582019061e-6
4.956566826051778e-6
4.895872569073839e-6
4.835919690200641e-6
4.7766991783000645e-6
4.7182021306602095e-6
4.660419751733452e-6
4.60334335185969e-6
4.546964346031218e-6
4.491274252629851e-6
4.436264692243841e-6
4.381927386432755e-6
